word,score,examples
ملا,32,"الا بلا تلا جلا حلا خلا دلا سلا طلا علا"
ملو,32,"الو بلو تلو جلو حلو خلو دلو سلو صلو طلو"
مهر,32,"اهر بهر جهر دهر زهر سهر شهر صهر طهر ظهر"
ناش,32,"باش جاش حاش راش طاش عاش غاش فاش هاش نبش"
نجو,32,"حجو دجو رجو زجو سجو شجو هجو نبو نتو نثو"
ندم,32,"حدم خدم ردم صدم عدم فدم قدم كدم هدم نام"
نسب,32,"حسب رسب كسب ناب نبب نجب نحب نخب ندب نشب"
نشب,32,"خشب عشب قشب ناب نبب نجب نحب نخب ندب نسب"
نشو,32,"حشو رشو عشو غشو فشو لشو نبو نتو نثو نجو"
نفع,32,"دفع رفع سفع شفع صفع لفع يفع ناع نبع نجع"
نقد,32,"حقد رقد عقد فقد وقد نجد ندد نشد نضد نفد"
نما,32,"سما طما ظما كما لما هما وما نبا نتا نثا"
نمي,32,"حمي دمي ذمي رمي ظمي عمي غمي كمي لمي ناي"
هلل,32,"بلل تلل جلل حلل خلل دلل ذلل زلل سلل شلل"
هبب,32,"ابب تبب جبب حبب خبب دبب ذبب ربب زبب سبب"
هيد,32,"ايد بيد جيد حيد ذيد زيد شيد صيد عيد قيد"
هيم,32,"ايم تيم خيم ذيم ريم ضيم غيم قيم هام هتم"
وبد,32,"ابد ربد زبد عبد كبد لبد واد وتد وجد وحد"
وجد,32,"سجد مجد نجد هجد واد وبد وتد وحد ودد ورد"
ورس,32,"ارس جرس حرس خرس درس سرس شرس ضرس طرس عرس"
وسد,32,"اسد جسد حسد فسد كسد مسد واد وبد وتد وجد"
وسى,32,"اسى حسى دسى عسى قسى مسى نسى واى وبى وحى"
ومد,32,"امد جمد حمد خمد رمد سمد صمد ضمد عمد غمد"
وني,32,"اني بني ثني جني حني خني دني زني سني ضني"
وهى,32,"بهى دهى زهى سهى شهى لهى مهى نهى واى وبى"
بلى,32,"الى تلى جلى حلى خلى دلى سلى صلى طلى على"
اسر,31,"بسر جسر حسر خسر دسر عسر فسر قسر كسر يسر"
افف,31,"تفف جفف حفف خفف دفف ذفف رفف زفف سفف شفف"
الد,31,"بلد تلد جلد خلد صلد قلد ملد ولد ابد احد"
انى,31,"بنى ثنى جنى حنى دنى رنى زنى عنى غنى قنى"
اني,31,"بني ثني جني حني خني دني زني سني ضني عني"
اهر,31,"بهر جهر دهر زهر سهر شهر صهر طهر ظهر عهر"
اهل,31,"بهل جهل ذهل رهل سهل شهل صهل عهل كهل مهل"
اوف,31,"جوف حوف خوف دوف روف زوف سوف شوف صوف ضوف"
بلي,31,"الي تلي جلي حلي خلي دلي صلي طلي علي غلي"
جاع,31,"باع ذاع راع ساع شاع صاع ضاع طاع قاع لاع"
جرش,31,"برش حرش خرش درش طرش عرش فرش قرش كرش هرش"
جفر,31,"حفر خفر زفر سفر شفر صفر ضفر طفر ظفر عفر"
جلى,31,"الى بلى تلى حلى خلى دلى سلى صلى طلى على"
جهر,31,"اهر بهر دهر زهر سهر شهر صهر طهر ظهر عهر"
حاض,31,"باض خاض راض عاض غاض فاض قاض ناض هاض حبض"
حدم,31,"خدم ردم صدم عدم فدم قدم كدم ندم هدم حام"
حرض,31,"ارض عرض غرض فرض قرض مرض حاض حبض حضض حفض"
حسا,31,"خسا دسا رسا غسا فسا قسا كسا نسا حبا حثا"
حسو,31,"اسو دسو رسو غسو فسو قسو كسو مسو حبو حثو"
حشي,31,"خشي رشي عشي غشي فشي مشي نشي وشي حبي حدي"
حكر,31,"اكر بكر ذكر سكر شكر عكر فكر مكر نكر وكر"
حنا,31,"خنا دنا رنا سنا شنا ضنا عنا قنا هنا حبا"
حيد,31,"ايد بيد جيد ذيد زيد شيد صيد عيد قيد كيد"
خاب,31,"تاب ثاب جاب حاب داب ذاب راب شاب صاب طاب"
خدر,31,"ادر بدر جدر حدر سدر صدر غدر قدر كدر ندر"
خرد,31,"برد ثرد جرد حرد زرد سرد شرد صرد طرد غرد"
خلا,31,"الا بلا تلا جلا حلا دلا سلا طلا علا غلا"
داب,31,"تاب ثاب جاب حاب خاب ذاب راب شاب صاب طاب"
دبل,31,"ابل جبل حبل خبل ذبل ربل زبل سبل شبل طبل"
دلس,31,"جلس حلس خلس سلس طلس غلس فلس كلس ملس داس"
دلو,31,"الو بلو تلو جلو حلو خلو سلو صلو طلو علو"
دمس,31,"امس حمس خمس رمس شمس طمس غمس لمس نمس همس"
دمن,31,"امن ثمن خمن زمن سمن ضمن طمن قمن كمن يمن"
دوف,31,"اوف جوف حوف خوف روف زوف سوف شوف صوف ضوف"
راض,31,"باض حاض خاض عاض غاض فاض قاض ناض هاض ربض"
رسو,31,"اسو حسو دسو غسو فسو قسو كسو مسو ربو رتو"
رغم,31,"اغم بغم دغم ضغم لغم مغم نغم رام رثم رجم"
رفع,31,"دفع سفع شفع صفع لفع نفع يفع راع ربع رتع"
ركن,31,"اكن دكن سكن لكن مكن وكن ران رجن رزن رسن"
رهب,31,"اهب ذهب سهب شهب صهب لهب نهب وهب راب ربب"
ريم,31,"ايم تيم خيم ذيم ضيم غيم قيم هيم رام رثم"
زفف,31,"افف تفف جفف حفف خفف دفف ذفف رفف سفف شفف"
زيف,31,"جيف حيف سيف صيف ضيف طيف عيف قيف كيف ليف"
ساع,31,"باع جاع ذاع راع شاع صاع ضاع طاع قاع لاع"
سبط,31,"ابط ثبط حبط خبط ربط ضبط عبط غبط لبط نبط"
سبى,31,"ابى جبى ربى زبى عبى قبى كبى لبى وبى سجى"
سجل,31,"اجل بجل حجل خجل دجل رجل زجل عجل نجل وجل"
سحح,31,"احح بحح دحح ذحح شحح صحح فحح قحح كحح لحح"
سرو,31,"ثرو جرو حرو ذرو طرو عرو غرو قرو كرو مرو"
سمن,31,"امن ثمن خمن دمن زمن ضمن طمن قمن كمن يمن"
سني,31,"اني بني ثني جني حني خني دني زني ضني عني"
شاط,31,"حاط خاط ساط غاط لاط ماط ناط هاط شحط شرط"
شكر,31,"اكر بكر حكر ذكر سكر عكر فكر مكر نكر وكر"
شنن,31,"انن جنن حنن خنن دنن رنن زنن سنن صنن ضنن"
شهل,31,"اهل بهل جهل ذهل رهل سهل صهل عهل كهل مهل"
صاح,31,"باح جاح داح راح زاح ساح شاح طاح فاح قاح"
صوع,31,"جوع روع سوع شوع ضوع طوع قوع كوع لوع نوع"
صوم,31,"جوم حوم دوم روم زوم سوم شوم طوم عوم قوم"
ضري,31,"بري ثري جري حري دري ذري زري سري شري صري"
طاد,31,"باد جاد حاد داد ذاد راد زاد ساد شاد صاد"
طان,31,"بان جان حان خان دان ران زان شان صان ضان"
طبب,31,"ابب تبب جبب حبب خبب دبب ذبب ربب زبب سبب"
طرا,31,"برا ثرا جرا حرا درا ذرا سرا عرا غرا قرا"
طرس,31,"ارس جرس حرس خرس درس سرس شرس ضرس عرس غرس"
طرف,31,"ترف جرف حرف خرف ذرف زرف سرف شرف صرف ظرف"
طفف,31,"افف تفف جفف حفف خفف دفف ذفف رفف زفف سفف"
طمر,31,"امر تمر ثمر جمر حمر خمر دمر ذمر زمر سمر"
عبى,31,"ابى جبى ربى زبى سبى قبى كبى لبى وبى عدى"
عدا,31,"بدا حدا ردا شدا صدا غدا كدا ندا هدا ودا"
عزل,31,"ازل بزل جزل خزل غزل نزل هزل عال عتل عجل"
عشر,31,"اشر بشر حشر قشر كشر نشر وشر عار عبر عثر"
عطا,31,"بطا حطا خطا سطا غطا قطا لطا مطا وطا عبا"
عطل,31,"اطل بطل خطل رطل مطل نطل هطل عال عتل عجل"
عفق,31,"افق خفق دفق رفق شفق صفق طفق غفق لفق نفق"
عفي,31,"حفي خفي زفي شفي ضفي غفي كفي لفي نفي وفي"
عكر,31,"اكر بكر حكر ذكر سكر شكر فكر مكر نكر وكر"
عمى,31,"حمى دمى ذمى رمى سمى ظمى كمى لمى نمى همى"
عمي,31,"حمي دمي ذمي رمي ظمي غمي كمي لمي نمي عبي"
عنو,31,"حنو خنو دنو رنو سنو ضنو قنو هنو عبو عتو"
عون,31,"اون بون خون دون رون صون كون لون مون نون"
غرس,31,"ارس جرس حرس خرس درس سرس شرس ضرس طرس عرس"
غرف,31,"ترف جرف حرف خرف ذرف زرف سرف شرف صرف طرف"
غني,31,"اني بني ثني جني حني خني دني زني سني ضني"
قمل,31,"امل ثمل جمل حمل خمل دمل رمل زمل سمل شمل"
قيا,31,"جيا حيا زيا شيا عيا فيا نيا هيا قبا قتا"
قيد,31,"ايد بيد جيد حيد ذيد زيد شيد صيد عيد كيد"
كاب,31,"تاب ثاب جاب حاب خاب داب ذاب راب شاب صاب"
كاف,31,"جاف حاف خاف داف ذاف راف زاف شاف صاف ضاف"
كوى,31,"اوى ثوى حوى خوى دوى ذوى روى زوى سوى شوى"
لاي,31,"ثاي راي فاي ناي واي لبي لحي لظي لغي لفي"
لوع,31,"جوع روع سوع شوع صوع ضوع طوع قوع كوع نوع"
مسل,31,"بسل رسل عسل غسل فسل كسل نسل وسل مال مثل"
مون,31,"اون بون خون دون رون صون عون كون لون نون"
ناط,31,"حاط خاط ساط شاط غاط لاط ماط هاط نبط نحط"
ناي,31,"ثاي راي فاي لاي واي نحي ندي نسي نشي نضي"
ندف,31,"جدف ردف صدف غدف هدف ودف ناف نتف نجف نحف"
نزا,31,"جزا خزا رزا عزا غزا هزا نبا نتا نثا نجا"
نسح,31,"فسح قسح كسح مسح ناح نبح نتح نجح نحح نزح"
نصب,31,"حصب خصب عصب غصب قصب وصب ناب نبب نجب نحب"
نقش,31,"رقش ناش نبش نتش نشش نعش نفش نكش نمش نهش"
هجر,31,"اجر تجر حجر دجر زجر سجر شجر ضجر عجر فجر"
هدر,31,"ادر بدر جدر حدر خدر سدر صدر غدر قدر كدر"
هرج,31,"ارج برج جرج حرج خرج درج سرج ضرج عرج فرج"
همد,31,"امد جمد حمد خمد رمد سمد صمد ضمد عمد غمد"
وجل,31,"اجل بجل حجل خجل دجل رجل زجل سجل عجل نجل"
وسي,31,"اسي حسي عسي قسي كسي مسي نسي واي وحي وخي"
وفى,31,"خفى دفى زفى شفى صفى طفى عفى قفى كفى نفى"
وكر,31,"اكر بكر حكر ذكر سكر شكر عكر فكر مكر نكر"
ولق,31,"الق حلق خلق دلق ذلق زلق سلق طلق علق غلق"
ونى,31,"انى بنى ثنى جنى حنى دنى رنى زنى عنى غنى"
وهي,31,"بهي دهي زهي شهي ضهي لهي مهي نهي واي وحي"
اجر,30,"تجر حجر دجر زجر سجر شجر ضجر عجر فجر نجر"
اجل,30,"بجل حجل خجل دجل رجل زجل سجل عجل نجل وجل"
ارس,30,"جرس حرس خرس درس سرس شرس ضرس طرس عرس غرس"
افل,30,"تفل جفل حفل رفل سفل طفل غفل قفل كفل نفل"
الق,30,"حلق خلق دلق ذلق زلق سلق طلق علق غلق فلق"
الو,30,"بلو تلو جلو حلو خلو دلو سلو صلو طلو علو"
امد,30,"جمد حمد خمد رمد سمد صمد ضمد عمد غمد كمد"
اود,30,"جود حود دود ذود رود زود سود طود عود قود"
باع,30,"جاع ذاع راع ساع شاع صاع ضاع طاع قاع لاع"
بان,30,"جان حان خان دان ران زان شان صان ضان طان"
بذر,30,"جذر حذر شذر عذر قذر مذر نذر هذر وذر بار"
برح,30,"ترح جرح ذرح سرح شرح صرح ضرح طرح فرح قرح"
بسر,30,"اسر جسر حسر خسر دسر عسر فسر قسر كسر يسر"
بلا,30,"الا تلا جلا حلا خلا دلا سلا طلا علا غلا"
تلل,30,"بلل جلل حلل خلل دلل ذلل زلل سلل شلل صلل"
جرح,30,"برح ترح ذرح سرح شرح صرح ضرح طرح فرح قرح"
جلد,30,"الد بلد تلد خلد صلد قلد ملد ولد جاد جحد"
جلي,30,"الي بلي تلي حلي خلي دلي صلي طلي علي غلي"
جمد,30,"امد حمد خمد رمد سمد صمد ضمد عمد غمد كمد"
جوب,30,"اوب بوب توب ثوب ذوب روب شوب صوب نوب جاب"
حبق,30,"دبق ربق سبق شبق طبق عبق لبق وبق حاق حدق"
حرن,30,"درن قرن مرن حان حزن حسن حصن حضن حفن حقن"
حسم,30,"بسم جسم دسم رسم قسم نسم وسم حام حتم حجم"
حمد,30,"امد جمد خمد رمد سمد صمد ضمد عمد غمد كمد"
حنو,30,"خنو دنو رنو سنو ضنو عنو قنو هنو حبو حثو"
حيا,30,"جيا زيا شيا عيا فيا قيا نيا هيا حبا حثا"
خلق,30,"الق حلق دلق ذلق زلق سلق طلق علق غلق فلق"
خلو,30,"الو بلو تلو جلو حلو دلو سلو صلو طلو علو"
دسر,30,"اسر بسر جسر حسر خسر عسر فسر قسر كسر يسر"
دلف,30,"الف تلف جلف حلف خلف ذلف زلف سلف صلف ظلف"
دني,30,"اني بني ثني جني حني خني زني سني ضني عني"
ذبب,30,"ابب تبب جبب حبب خبب دبب ربب زبب سبب شبب"
ذري,30,"بري ثري جري حري دري زري سري شري صري ضري"
ربط,30,"ابط ثبط حبط خبط سبط ضبط عبط غبط لبط نبط"
رجج,30,"اجج ثجج حجج دجج زجج سجج شجج ضجج عجج فجج"
رشو,30,"حشو عشو غشو فشو لشو نشو ربو رتو رثو رجو"
رغا,30,"بغا ثغا صغا ضغا طغا لغا ربا رتا رثا رجا"
رقب,30,"ثقب حقب عقب لقب نقب وقب راب ربب رتب رجب"
رقق,30,"حقق دقق زقق شقق طقق عقق غقق لقق نقق راق"
ركب,30,"اكب سكب مكب نكب وكب راب ربب رتب رجب رحب"
ركو,30,"ذكو زكو شكو مكو ربو رتو رثو رجو رحو رخو"
رمي,30,"حمي دمي ذمي ظمي عمي غمي كمي لمي نمي راي"
روش,30,"جوش حوش دوش شوش نوش هوش راش رشش رعش رفش"
ريب,30,"ثيب جيب خيب سيب شيب طيب عيب غيب نيب هيب"
رين,30,"اين بين حين دين زين شين طين عين قين لين"
زجر,30,"اجر تجر حجر دجر سجر شجر ضجر عجر فجر نجر"
زرف,30,"ترف جرف حرف خرف ذرف سرف شرف صرف طرف ظرف"
زرى,30,"ارى برى جرى حرى درى ذرى سرى شرى عرى غرى"
زوق,30,"بوق توق جوق حوق ذوق روق سوق شوق طوق عوق"
سبح,30,"دبح ذبح ربح شبح صبح ضبح قبح كبح نبح ساح"
سجج,30,"اجج ثجج حجج دجج رجج زجج شجج ضجج عجج فجج"
سدي,30,"ادي بدي حدي ردي صدي عدي غدي فدي قدي كدي"
سرج,30,"ارج برج جرج حرج خرج درج ضرج عرج فرج مرج"
سطر,30,"اطر بطر خطر شطر عطر غطر فطر قطر مطر نطر"
سفل,30,"افل تفل جفل حفل رفل طفل غفل قفل كفل نفل"
سقر,30,"اقر بقر حقر شقر صقر عقر فقر نقر وقر سار"
سما,30,"طما ظما كما لما نما هما وما سجا سحا سخا"
سهل,30,"اهل بهل جهل ذهل رهل شهل صهل عهل كهل مهل"
سوس,30,"اوس بوس جوس دوس روس شوس طوس قوس موس نوس"
شرح,30,"برح ترح جرح ذرح سرح صرح ضرح طرح فرح قرح"
شهب,30,"اهب ذهب رهب سهب صهب لهب نهب وهب شاب شبب"
صان,30,"بان جان حان خان دان ران زان شان ضان طان"
صدي,30,"ادي بدي حدي ردي سدي عدي غدي فدي قدي كدي"
صرد,30,"برد ثرد جرد حرد خرد زرد سرد شرد طرد غرد"
صرف,30,"ترف جرف حرف خرف ذرف زرف سرف شرف طرف ظرف"
صلع,30,"بلع تلع خلع دلع زلع ضلع طلع ظلع قلع هلع"
ضام,30,"تام جام حام دام ذام رام زام سام شام صام"
ضبر,30,"ابر تبر ثبر جبر حبر خبر دبر ذبر زبر سبر"
طاح,30,"باح جاح داح راح زاح ساح شاح صاح فاح قاح"
طوف,30,"اوف جوف حوف خوف دوف روف زوف سوف شوف صوف"
طوق,30,"بوق توق جوق حوق ذوق روق زوق سوق شوق عوق"
عبق,30,"حبق دبق ربق سبق شبق طبق لبق وبق عاق عتق"
عدى,30,"ادى ردى سدى صدى غدى فدى ندى هدى ودى يدى"
عرش,30,"برش جرش حرش خرش درش طرش فرش قرش كرش هرش"
عفى,30,"خفى دفى زفى شفى صفى طفى قفى كفى نفى وفى"
عيق,30,"حيق ريق زيق ضيق قيق ليق هيق عاق عبق عتق"
غاب,30,"تاب ثاب جاب حاب خاب داب ذاب راب شاب صاب"
غرم,30,"برم جرم حرم خرم درم شرم صرم ضرم عرم فرم"
غفر,30,"جفر حفر خفر زفر سفر شفر صفر ضفر طفر ظفر"
فتر,30,"بتر ختر ستر قتر متر نتر هتر وتر فار فجر"
فرز,30,"برز جرز حرز خرز درز طرز غرز كرز فاز فزز"
فرك,30,"ارك برك ترك حرك درك شرك عرك ورك فتك فكك"
فلي,30,"الي بلي تلي جلي حلي خلي دلي صلي طلي علي"
قاس,30,"باس جاس داس راس ساس طاس كاس ماس ناس ياس"
قدر,30,"ادر بدر جدر حدر خدر سدر صدر غدر كدر ندر"
قرش,30,"برش جرش حرش خرش درش طرش عرش فرش كرش هرش"
قرط,30,"خرط سرط شرط ضرط فرط هرط ورط قحط قسط قشط"
قفا,30,"جفا دفا رفا شفا صفا ضفا طفا عفا غفا كفا"
قفو,30,"جفو حفو دفو رفو شفو صفو ضفو طفو عفو غفو"
قلب,30,"الب ثلب جلب حلب خلب سلب صلب طلب علب غلب"
قنى,30,"انى بنى ثنى جنى حنى دنى رنى زنى عنى غنى"
قود,30,"اود جود حود دود ذود رود زود سود طود عود"
كاد,30,"باد جاد حاد داد ذاد راد زاد ساد شاد صاد"
كدد,30,"بدد جدد حدد خدد ردد سدد شدد صدد ضدد عدد"
كنن,30,"انن جنن حنن خنن دنن رنن زنن سنن شنن صنن"
لحم,30,"رحم زحم سحم شحم فحم قحم نحم وحم لام لثم"
لهم,30,"اهم بهم جهم دهم رهم سهم شهم فهم مهم نهم"
ماع,30,"باع جاع ذاع راع ساع شاع صاع ضاع طاع قاع"
مرو,30,"ثرو جرو حرو ذرو سرو طرو عرو غرو قرو كرو"
ناى,30,"جاى راى فاى واى نجى نحى ندى نسى نضى نعى"
نجس,30,"بجس رجس سجس هجس وجس ناس نبس نحس نخس نسس"
نجف,30,"رجف عجف وجف ناف نتف نحف ندف نزف نسف نشف"
نحى,30,"سحى ضحى لحى محى وحى ناى نجى ندى نسى نضى"
نحي,30,"سحي ضحي لحي محي وحي ناي ندي نسي نشي نضي"
ندب,30,"ادب جدب حدب هدب ناب نبب نجب نحب نخب نسب"
ندو,30,"بدو جدو حدو شدو عدو غدو كدو نبو نتو نثو"
نزز,30,"بزز جزز حزز خزز رزز عزز فزز قزز كزز لزز"
نزف,30,"ازف جزف خزف عزف وزف ناف نتف نجف نحف ندف"
نصف,30,"حصف خصف رصف عصف قصف وصف ناف نتف نجف نحف"
نضا,30,"رضا غضا فضا وضا نبا نتا نثا نجا نحا ندا"
نعي,30,"دعي رعي سعي قعي وعي ناي نحي ندي نسي نشي"
نفس,30,"رفس عفس ناس نبس نجس نحس نخس نسس نطس نعس"
نهد,30,"جهد زهد سهد شهد صهد ضهد عهد مهد وهد نجد"
نوه,30,"اوه توه دوه شوه فوه لوه موه ناه نبه نده"
نيا,30,"جيا حيا زيا شيا عيا فيا قيا هيا نبا نتا"
نيح,30,"تيح زيح سيح شيح صيح طيح فيح قيح ميح ناح"
هبل,30,"ابل جبل حبل خبل دبل ذبل ربل زبل سبل شبل"
هجج,30,"اجج ثجج حجج دجج رجج زجج سجج شجج ضجج عجج"
هدم,30,"حدم خدم ردم صدم عدم فدم قدم كدم ندم هام"
هرق,30,"ارق برق حرق خرق درق ذرق زرق سرق شرق طرق"
همى,30,"حمى دمى ذمى رمى سمى ظمى عمى كمى لمى نمى"
هود,30,"اود جود حود دود ذود رود زود سود طود عود"
هيا,30,"جيا حيا زيا شيا عيا فيا قيا نيا هبا هجا"
هيف,30,"جيف حيف زيف سيف صيف ضيف طيف عيف قيف كيف"
وجج,30,"اجج ثجج حجج دجج رجج زجج سجج شجج ضجج عجج"
وحل,30,"احل رحل سحل شحل ضحل طحل فحل قحل كحل محل"
وحى,30,"سحى ضحى لحى محى نحى واى وبى وخى ودى وذى"
وشي,30,"حشي خشي رشي عشي غشي فشي مشي نشي واي وحي"
وصد,30,"اصد حصد رصد عصد فصد قصد واد وبد وتد وجد"
وعب,30,"تعب جعب دعب رعب شعب صعب كعب لعب نعب واب"
وعر,30,"بعر دعر ذعر زعر سعر شعر قعر نعر وار وبر"
وفي,30,"حفي خفي زفي شفي ضفي عفي غفي كفي لفي نفي"
وقد,30,"حقد رقد عقد فقد نقد واد وبد وتد وجد وحد"
وقر,30,"اقر بقر حقر سقر شقر صقر عقر فقر نقر وار"
وهل,30,"اهل بهل جهل ذهل رهل سهل شهل صهل عهل كهل"
جان,30,"بان حان خان دان ران زان شان صان ضان طان"
صري,30,"بري ثري جري حري دري ذري زري سري شري ضري"
اخر,29,"بخر دخر ذخر زخر سخر شخر صخر فخر مخر نخر"
اكر,29,"بكر حكر ذكر سكر شكر عكر فكر مكر نكر وكر"
باح,29,"جاح داح راح زاح ساح شاح صاح طاح فاح قاح"
بدد,29,"جدد حدد خدد ردد سدد شدد صدد ضدد عدد غدد"
بدي,29,"ادي حدي ردي سدي صدي عدي غدي فدي قدي كدي"
بكر,29,"اكر حكر ذكر سكر شكر عكر فكر مكر نكر وكر"
ثرب,29,"ارب ترب جرب حرب خرب درب ذرب زرب سرب شرب"
جاح,29,"باح داح راح زاح ساح شاح صاح طاح فاح قاح"
جرو,29,"ثرو حرو ذرو سرو طرو عرو غرو قرو كرو مرو"
جزر,29,"ازر حزر خزر شزر عزر غزر فزر نزر هزر وزر"
جلا,29,"الا بلا تلا حلا خلا دلا سلا طلا علا غلا"
جوس,29,"اوس بوس دوس روس سوس شوس طوس قوس موس نوس"
جوع,29,"روع سوع شوع صوع ضوع طوع قوع كوع لوع نوع"
حدو,29,"بدو جدو شدو عدو غدو كدو ندو حبو حثو حجو"
حشم,29,"بشم جشم خشم رشم غشم نشم هشم وشم حام حتم"
حوج,29,"توج روج زوج ضوج عوج فوج لوج موج هوج حاج"
حين,29,"اين بين دين رين زين شين طين عين قين لين"
خان,29,"بان جان حان دان ران زان شان صان ضان طان"
خصر,29,"اصر بصر حصر عصر قصر مصر نصر هصر خار خبر"
خلع,29,"بلع تلع دلع زلع صلع ضلع طلع ظلع قلع هلع"
خير,29,"جير حير زير سير صير ضير طير عير غير نير"
درش,29,"برش جرش حرش خرش طرش عرش فرش قرش كرش هرش"
دفف,29,"افف تفف جفف حفف خفف ذفف رفف زفف سفف شفف"
دهم,29,"اهم بهم جهم رهم سهم شهم فهم لهم مهم نهم"
رتا,29,"شتا عتا فتا قتا نتا ربا رثا رجا رحا رخا"
رجف,29,"عجف نجف وجف راف رخف ردف رسف رشف رصف رضف"
رجى,29,"زجى سجى نجى هجى راى ربى رثى رخى ردى رضى"
رحا,29,"دحا سحا صحا ضحا قحا لحا محا نحا ربا رتا"
رحم,29,"زحم سحم شحم فحم قحم لحم نحم وحم رام رثم"
رخم,29,"تخم ضخم فخم نخم وخم رام رثم رجم رحم ردم"
ردى,29,"ادى سدى صدى عدى غدى فدى ندى هدى ودى يدى"
رزم,29,"ازم جزم حزم عزم قزم لزم هزم رام رثم رجم"
رشش,29,"بشش جشش حشش خشش دشش عشش غشش فشش قشش كشش"
رضا,29,"غضا فضا نضا وضا ربا رتا رثا رجا رحا رخا"
رعد,29,"اعد بعد جعد دعد سعد صعد قعد معد وعد راد"
رعن,29,"اعن ذعن طعن ظعن لعن معن ران رجن رزن رسن"
رغو,29,"بغو ثغو صغو ضغو طغو لغو نغو ربو رتو رثو"
رقع,29,"بقع دقع صقع فقع مقع نقع وقع راع ربع رتع"
رقن,29,"تقن حقن ذقن لقن يقن ران رجن رزن رسن رشن"
رمق,29,"حمق سمق شمق عمق غمق لمق نمق ومق راق ربق"
رنو,29,"حنو خنو دنو سنو ضنو عنو قنو هنو ربو رتو"
روج,29,"توج حوج زوج ضوج عوج فوج لوج موج هوج راج"
روز,29,"جوز حوز عوز فوز لوز هوز راز ربز رجز رزز"
روض,29,"حوض خوض عوض فوض قوض نوض راض ربض رضض رفض"
زرق,29,"ارق برق حرق خرق درق ذرق سرق شرق طرق عرق"
زمل,29,"امل ثمل جمل حمل خمل دمل رمل سمل شمل عمل"
زيد,29,"ايد بيد جيد حيد ذيد شيد صيد عيد قيد كيد"
سبي,29,"ابي جبي حبي ربي زبي صبي عبي غبي لبي سحي"
سعر,29,"بعر دعر ذعر زعر شعر قعر نعر وعر سار سبر"
سلح,29,"الح شلح صلح طلح فلح كلح ملح ساح سبح سحح"
سمح,29,"جمح رمح ضمح طمح قمح لمح ساح سبح سحح سرح"
شاه,29,"تاه داه فاه لاه ماه ناه شبه شده شره شفه"
شطر,29,"اطر بطر خطر سطر عطر غطر فطر قطر مطر نطر"
شعر,29,"بعر دعر ذعر زعر سعر قعر نعر وعر شار شبر"
شوس,29,"اوس بوس جوس دوس روس سوس طوس قوس موس نوس"
شيع,29,"بيع ذيع ريع سيع صيع ضيع طيع قيع ميع نيع"
ضال,29,"بال جال حال خال دال زال سال شال صال طال"
ضرع,29,"برع ترع جرع خرع درع ذرع زرع سرع شرع صرع"
ضمر,29,"امر تمر ثمر جمر حمر خمر دمر ذمر زمر سمر"
طاق,29,"تاق حاق ذاق راق ساق شاق ضاق عاق فاق قاق"
طلا,29,"الا بلا تلا جلا حلا خلا دلا سلا علا غلا"
طلق,29,"الق حلق خلق دلق ذلق زلق سلق علق غلق فلق"
طلو,29,"الو بلو تلو جلو حلو خلو دلو سلو صلو علو"
عدل,29,"بدل جدل خدل سدل ندل هدل عال عتل عجل عذل"
عذر,29,"بذر جذر حذر شذر قذر مذر نذر هذر وذر عار"
عرج,29,"ارج برج جرج حرج خرج درج سرج ضرج فرج مرج"
عمق,29,"حمق رمق سمق شمق غمق لمق نمق ومق عاق عبق"
عنب,29,"انب جنب ذنب شنب طنب عاب عبب عتب عجب عذب"
غرد,29,"برد ثرد جرد حرد خرد زرد سرد شرد صرد طرد"
غلف,29,"الف تلف جلف حلف خلف دلف ذلف زلف سلف صلف"
غلق,29,"الق حلق خلق دلق ذلق زلق سلق طلق علق فلق"
فدي,29,"ادي بدي حدي ردي سدي صدي عدي غدي قدي كدي"
فرض,29,"ارض حرض عرض غرض قرض مرض فاض فضض فوض فيض"
فقر,29,"اقر بقر حقر سقر شقر صقر عقر نقر وقر فار"
قاق,29,"تاق حاق ذاق راق ساق شاق ضاق طاق عاق فاق"
قدد,29,"بدد جدد حدد خدد ردد سدد شدد صدد ضدد عدد"
قدي,29,"ادي بدي حدي ردي سدي صدي عدي غدي فدي كدي"
قصص,29,"جصص حصص خصص رصص شصص عصص غصص فصص لصص مصص"
قوس,29,"اوس بوس جوس دوس روس سوس شوس طوس موس نوس"
قوق,29,"بوق توق جوق حوق ذوق روق زوق سوق شوق طوق"
قين,29,"اين بين حين دين رين زين شين طين عين لين"
كدي,29,"ادي بدي حدي ردي سدي صدي عدي غدي فدي قدي"
كرع,29,"برع ترع جرع خرع درع ذرع زرع سرع شرع صرع"
كلب,29,"الب ثلب جلب حلب خلب سلب صلب طلب علب غلب"
كلي,29,"الي بلي تلي جلي حلي خلي دلي صلي طلي علي"
كلى,29,"الى بلى تلى جلى حلى خلى دلى سلى صلى طلى"
كني,29,"اني بني ثني جني حني خني دني زني سني ضني"
لاج,29,"حاج راج زاج شاج عاج ماج هاج لجج لزج لعج"
لاط,29,"حاط خاط ساط شاط غاط ماط ناط هاط لبط لطط"
لفق,29,"افق خفق دفق رفق شفق صفق طفق عفق غفق نفق"
لفي,29,"حفي خفي زفي شفي ضفي عفي غفي كفي نفي وفي"
لمي,29,"حمي دمي ذمي رمي ظمي عمي غمي كمي نمي لاي"
لوج,29,"توج حوج روج زوج ضوج عوج فوج موج هوج لاج"
